"departure","arrival","distance_km"
"2541B","2531V",1.9
"2545L","2531V",2
"2533C","2531V",0.9
"2544M","2531V",3.8
"2533J","2531V",0.7
"2541J","2531V",2.2
"2545N","2531V",1.7
"2544L","2531V",4.1
"2546A","2531V",1.8
"2545V","2531V",2.3
"2545R","2531V",2
"2542P","2531V",3.2
"2533S","2531V",1
"2545S","2531V",2.2
"2543A","2531V",2.9
"2544P","2531V",4.5
"2544W","2531V",3.1
"2542B","2531V",3
"2541H","2531V",2.1
"2542H","2531V",3.2
"2545X","2531V",2.4
"2532D","2531V",1
"2543E","2531V",3.9
"2544E","2531V",3.6
"2533X","2531V",1.3
"2542N","2531V",3.8
"2543S","2531V",2.9
"2542R","2531V",2.4
"2541A","2531V",1.9
"2531X","2531V",0.3
"2542A","2531V",2.6
"2542W","2531V",3.6
"2532A","2531V",1.4
"2546S","2531V",2.1
"2546V","2531V",1.9
"2541R","2531V",1.9
"2541C","2531V",1.6
"2543T","2531V",3.1
"2544T","2531V",3.4
"2544N","2531V",4.5
"2544R","2531V",3.9
"2541S","2531V",1.9
"2532X","2531V",1.3
"2542C","2531V",2.9
"2544C","2531V",3.4
"2543B","2531V",3.2
"2543C","2531V",3.6
"2542V","2531V",3.1
"2544S","2531V",3.8
"2542T","2531V",2.7
"2533H","2531V",1
"2544A","2531V",2.4
"2541V","2531V",1.7
"2533A","2531V",1.6
"2543X","2531V",3.7
"2541D","2531V",1.9
"2544G","2531V",3.2
"2532B","2531V",0.9
"2532E","2531V",0.9
"2533V","2531V",1
"2543G","2531V",3.8
"2545K","2531V",2.2
"2544X","2531V",3
"2545C","2531V",2.4
"2544H","2531V",3
"2543V","2531V",3.3
"2532T","2531V",0.8
"2541P","2531V",2
"2542J","2531V",3.5
"2533T","2531V",0.9
"2544B","2531V",2.4
"2546T","2531V",1.8
"2543R","2531V",2.8
"2546B","2531V",2
"2532R","2531V",0.8
"2545W","2531V",2.2
"2542G","2531V",3.3
"2532C","2531V",0.3
"2544D","2531V",3.5
"2532V","2531V",1.2
"2541G","2531V",2.9
"2541S","2531X",1.8
"2542C","2531X",2.9
"2544G","2531X",3
"2544K","2531X",3
"2542E","2531X",3.1
"2541P","2531X",1.9
"2542B","2531X",2.9
"2543X","2531X",3.6
"2545R","2531X",1.9
"2542P","2531X",3.1
"2532X","2531X",1.4
"2541J","2531X",2.1
"2546R","2531X",2
"2546S","2531X",1.8
"2542R","2531X",2.4
"2544H","2531X",2.8
"2544L","2531X",3.9
"2545V","2531X",2.1
"2544B","2531X",2.2
"2545P","2531X",1.5
"2542N","2531X",3.7
"2542X","2531X",3.6
"2546A","2531X",1.5
"2544X","2531X",2.8
"2543V","2531X",3.2
"2544A","2531X",2.2
"2543S","2531X",2.8
"2544R","2531X",3.7
"2541D","2531X",1.8
"2541R","2531X",1.9
"2532B","2531X",1
"2532A","2531X",1.5
"2541X","2531X",1.6
"2541H","2531X",2.1
"2543B","2531X",3
"2545N","2531X",1.6
"2546T","2531X",1.5
"2546V","2531X",1.6
"2533J","2531X",0.7
"2533S","2531X",0.8
"2533T","2531X",0.9
"2532R","2531X",0.9
"2544C","2531X",3.2
"2542L","2531X",3.6
"2542W","2531X",3.5
"2532D","2531X",1.2
"2546E","2531X",1.8
"2545X","2531X",2.2
"2545K","2531X",2
"2546X","2531X",1.4
"2533L","2531X",0.5
"2545H","2531X",1.8
"2545A","2531X",2.4
"2544E","2531X",3.4
"2543R","2531X",2.6
"2541G","2531X",2.7
"2545J","2531X",1.8
"2545S","2531X",2
"2532T","2531X",1
"2545W","2531X",2
"2542K","2531X",3.3
"2532E","2531X",1
"2532S","2531X",0.9
"2546C","2531X",1.7
"2544D","2531X",3.2
"2541T","2531X",1.7
"2546B","2531X",1.6
"2532C","2531X",0.6
"2542V","2531X",3.1
"2541V","2531X",1.5
"2543T","2531X",3
"2542T","2531X",2.6
"2545C","2531X",2.2
"2545G","2531X",1.7
"2541A","2531X",1.7
"2545L","2531X",1.9
"2544T","2531X",3.2
"2533B","2531X",1.3
"2533V","2531X",0.9
"2533H","2531X",1
"2533C","2531X",0.9
"2542G","2531X",3.2
"2545B","2531X",2.1
"2542J","2531X",3.4
"2545T","2531X",2
"2533G","2531X",1.1
"2543A","2531X",2.7
"2545D","2531X",2.3
"2542A","2531X",2.5
"2544S","2531X",3.6
"2544M","2531X",3.7
"2544N","2531X",4.4
"2544P","2531X",4.4
"2541B","2531X",1.7
"2544J","2531X",3
"2544W","2531X",2.9
"2543C","2531X",3.5
"2532V","2531X",1.3
"2541C","2531X",1.5
"2544V","2531X",2.9
"2541E","2531X",2
"2533E","2531X",0.5
"2543G","2531X",3.7
"2545E","2531X",2.2
"2543E","2531X",3.7
"2533X","2531X",1.2
"2533K","2531X",0.6
"2542H","2531X",3.2
"2533A","2531X",1.3
"2542B","2532A",1.9
"2533L","2532A",1
"2544P","2532A",3.3
"2543V","2532A",2.3
"2546R","2532A",2.2
"2541H","2532A",1
"2533C","2532A",0.6
"2532D","2532A",0.4
"2544H","2532A",2.2
"2545A","2532A",2.3
"2542H","2532A",2
"2533X","2532A",0.6
"2544M","2532A",2.9
"2533E","2532A",1
"2532B","2532A",0.5
"2533T","2532A",0.5
"2544W","2532A",2.4
"2532X","2532A",0.1
"2532C","2532A",1.3
"2541S","2532A",0.9
"2532R","2532A",0.5
"2545D","2532A",1.5
"2543E","2532A",2.8
"2542J","2532A",2.4
"2544E","2532A",2.9
"2541G","2532A",1.8
"2532T","2532A",0.6
"2543T","2532A",2
"2533G","2532A",0.5
"2544L","2532A",2.9
"2532V","2532A",0.2
"2544A","2532A",2
"2543G","2532A",2.7
"2546C","2532A",1.9
"2545L","2532A",1.3
"2546X","2532A",2.1
"2546T","2532A",2.1
"2542N","2532A",2.5
"2532E","2532A",0.5
"2533A","2532A",1.5
"2542K","2532A",2.2
"2545T","2532A",1.4
"2545E","2532A",2.2
"2533H","2532A",0.6
"2546A","2532A",1.9
"2541C","2532A",0.7
"2542X","2532A",2.5
"2541X","2532A",1.7
"2543A","2532A",1.9
"2542C","2532A",1.7
"2542R","2532A",1.2
"2543R","2532A",1.8
"2545J","2532A",1.5
"2545W","2532A",1.7
"2541V","2532A",1.3
"2545V","2532A",1.8
"2533S","2532A",1.4
"2546E","2532A",2.2
"2541R","2532A",0.8
"2546B","2532A",2.1
"2545N","2532A",1
"2541P","2532A",0.8
"2546V","2532A",2.1
"2544C","2532A",2.7
"2544J","2532A",2.4
"2541B","2532A",1.6
"2542V","2532A",2
"2542W","2532A",2.4
"2542T","2532A",1.5
"2544N","2532A",3.4
"2544K","2532A",2.3
"2545S","2532A",1.5
"2544X","2532A",2.4
"2541A","2532A",1.6
"2545X","2532A",1.9
"2543X","2532A",2.6
"2545R","2532A",1.3
"2533J","2532A",0.8
"2545B","2532A",1.2
"2532S","2532A",0.7
"2546S","2532A",2.2
"2544G","2532A",2.3
"2542G","2532A",2.1
"2543S","2532A",1.9
"2545K","2532A",1.5
"2544B","2532A",1.9
"2544V","2532A",2.2
"2543B","2532A",2.2
"2544T","2532A",2.5
"2541E","2532A",1.1
"2541T","2532A",1
"2533B","2532A",0.8
"2533V","2532A",0.8
"2545G","2532A",1.3
"2542L","2532A",2.4
"2545H","2532A",0.7
"2543C","2532A",2.5
"2544D","2532A",2.9
"2541D","2532A",1.1
"2544R","2532A",2.9
"2541J","2532A",1.1
"2545P","2532A",1
"2533K","2532A",0.9
"2545C","2532A",2.3
"2542A","2532A",1.5
"2542E","2532A",1.9
"2542P","2532A",1.9
"2544S","2532A",2.9
"2543S","2532B",2.3
"2542E","2532B",2.4
"2533A","2532B",1.5
"2533V","2532B",0.7
"2532T","2532B",0.1
"2533H","2532B",0.5
"2544K","2532B",2.7
"2542R","2532B",1.7
"2542G","2532B",2.6
"2542L","2532B",2.9
"2542P","2532B",2.4
"2545G","2532B",1.6
"2541S","2532B",1.3
"2545V","2532B",2
"2543X","2532B",3.1
"2533E","2532B",0.7
"2532V","2532B",0.3
"2544G","2532B",2.7
"2541H","2532B",1.5
"2541R","2532B",1.2
"2545P","2532B",1.2
"2533K","2532B",0.5
"2544P","2532B",3.8
"2541X","2532B",1.8
"2544N","2532B",3.9
"2544M","2532B",3.3
"2533B","2532B",1
"2545X","2532B",2.1
"2543C","2532B",3
"2532X","2532B",0.4
"2543A","2532B",2.3
"2545T","2532B",1.8
"2533L","2532B",0.6
"2545S","2532B",1.8
"2544A","2532B",2.2
"2546X","2532B",2.1
"2541J","2532B",1.6
"2545H","2532B",1.1
"2542K","2532B",2.7
"2545B","2532B",1.6
"2542T","2532B",2
"2543G","2532B",3.1
"2541D","2532B",1.4
"2544S","2532B",3.3
"2543E","2532B",3.2
"2546E","2532B",2.2
"2545C","2532B",2.4
"2546A","2532B",1.9
"2544W","2532B",2.7
"2542A","2532B",1.9
"2545K","2532B",1.8
"2541T","2532B",1.3
"2542C","2532B",2.2
"2533G","2532B",0.6
"2542J","2532B",2.9
"2546S","2532B",2.2
"2542H","2532B",2.5
"2533J","2532B",0.5
"2532D","2532B",0.2
"2544H","2532B",2.6
"2544R","2532B",3.4
"2544E","2532B",3.3
"2545A","2532B",2.5
"2542N","2532B",3
"2546V","2532B",2.1
"2532C","2532B",0.8
"2541E","2532B",1.5
"2532E","2532B",0.2
"2545J","2532B",1.7
"2532R","2532B",0.3
"2545R","2532B",1.6
"2546T","2532B",2
"2541V","2532B",1.5
"2544J","2532B",2.7
"2546B","2532B",2.1
"2544T","2532B",2.9
"2546R","2532B",2.3
"2545N","2532B",1.3
"2543V","2532B",2.7
"2533S","2532B",1.2
"2532S","2532B",0.2
"2544B","2532B",2.2
"2542V","2532B",2.4
"2542B","2532B",2.4
"2541A","2532B",1.8
"2541G","2532B",2.2
"2542X","2532B",3
"2542W","2532B",2.9
"2543T","2532B",2.5
"2533X","2532B",0.8
"2544C","2532B",3
"2545W","2532B",2
"2541C","2532B",1
"2544D","2532B",3.2
"2545E","2532B",2.4
"2541P","2532B",1.3
"2543R","2532B",2.2
"2544V","2532B",2.6
"2545L","2532B",1.6
"2546C","2532B",2
"2544X","2532B",2.7
"2543B","2532B",2.6
"2544L","2532B",3.4
"2545D","2532B",1.9
"2533C","2532B",0.4
"2541B","2532B",1.7
"2533T","2532B",0.3
"2545N","2532C",1.8
"2544J","2532C",3.2
"2545X","2532C",2.5
"2541V","2532C",1.8
"2542R","2532C",2.4
"2532T","2532C",0.7
"2542N","2532C",3.7
"2545T","2532C",2.3
"2546R","2532C",2.4
"2532D","2532C",0.9
"2533S","2532C",1.2
"2533K","2532C",0.6
"2533B","2532C",1.4
"2544G","2532C",3.2
"2543V","2532C",3.3
"2541R","2532C",1.9
"2532E","2532C",0.8
"2544C","2532C",3.5
"2544E","2532C",3.7
"2545B","2532C",2.2
"2546B","2532C",2.2
"2541S","2532C",1.9
"2545P","2532C",1.7
"2546C","2532C",2.1
"2542K","2532C",3.3
"2541B","2532C",2.1
"2533X","2532C",1.3
"2544L","2532C",4.1
"2542E","2532C",3.1
"2546A","2532C",2
"2545D","2532C",2.5
"2545V","2532C",2.5
"2544B","2532C",2.5
"2543B","2532C",3.2
"2545E","2532C",2.7
"2543X","2532C",3.7
"2541A","2532C",2.1
"2545S","2532C",2.3
"2544D","2532C",3.6
"2544P","2532C",4.4
"2544V","2532C",3.1
"2545H","2532C",1.8
"2542H","2532C",3.2
"2542V","2532C",3.1
"2541X","2532C",2
"2542X","2532C",3.7
"2532X","2532C",1.2
"2543R","2532C",2.8
"2542L","2532C",3.7
"2544S","2532C",3.8
"2546V","2532C",2.1
"2541H","2532C",2.1
"2543C","2532C",3.6
"2545J","2532C",2.1
"2532V","2532C",1.1
"2542B","2532C",3
"2543G","2532C",3.8
"2541G","2532C",2.9
"2545C","2532C",2.6
"2543T","2532C",3.1
"2533A","2532C",1.7
"2533J","2532C",0.7
"2533G","2532C",1.1
"2546T","2532C",2
"2544H","2532C",3.1
"2542G","2532C",3.3
"2533E","2532C",0.7
"2541C","2532C",1.6
"2541J","2532C",2.2
"2541T","2532C",1.8
"2545G","2532C",2
"2545K","2532C",2.3
"2544W","2532C",3.2
"2544K","2532C",3.3
"2546X","2532C",2
"2545W","2532C",2.3
"2542A","2532C",2.6
"2541E","2532C",2.1
"2545L","2532C",2.1
"2533H","2532C",1
"2541P","2532C",2
"2533C","2532C",0.9
"2546S","2532C",2.3
"2532R","2532C",0.8
"2544A","2532C",2.6
"2533L","2532C",0.5
"2542C","2532C",2.9
"2542T","2532C",2.6
"2533V","2532C",1
"2541D","2532C",2
"2533T","2532C",0.8
"2546E","2532C",2.3
"2542P","2532C",3.1
"2544X","2532C",3.1
"2545R","2532C",2.1
"2544T","2532C",3.5
"2544M","2532C",3.9
"2543E","2532C",3.9
"2544N","2532C",4.5
"2544R","2532C",4
"2543S","2532C",2.9
"2542J","2532C",3.5
"2543A","2532C",2.9
"2542W","2532C",3.6
"2532S","2532C",0.6
"2545A","2532C",2.8
"2542N","2532D",2.9
"2533B","2532D",0.9
"2533X","2532D",0.7
"2545T","2532D",1.7
"2541T","2532D",1.2
"2546T","2532D",2.1
"2541C","2532D",0.9
"2533A","2532D",1.5
"2545J","2532D",1.6
"2533H","2532D",0.5
"2541S","2532D",1.2
"2533C","2532D",0.4
"2542E","2532D",2.3
"2533V","2532D",0.7
"2533G","2532D",0.6
"2541H","2532D",1.4
"2542K","2532D",2.5
"2543E","2532D",3.1
"2544V","2532D",2.5
"2543A","2532D",2.3
"2546E","2532D",2.2
"2544K","2532D",2.6
"2544B","2532D",2.1
"2543T","2532D",2.4
"2542V","2532D",2.3
"2544R","2532D",3.3
"2541V","2532D",1.4
"2533T","2532D",0.4
"2544D","2532D",3.1
"2541X","2532D",1.8
"2544P","2532D",3.6
"2541D","2532D",1.3
"2532T","2532D",0.2
"2544M","2532D",3.2
"2545B","2532D",1.5
"2546A","2532D",2
"2532R","2532D",0.3
"2541B","2532D",1.7
"2544W","2532D",2.7
"2544N","2532D",3.8
"2542J","2532D",2.8
"2543V","2532D",2.6
"2546B","2532D",2.1
"2542H","2532D",2.3
"2545W","2532D",1.9
"2541G","2532D",2.1
"2544E","2532D",3.2
"2546S","2532D",2.2
"2546R","2532D",2.3
"2544S","2532D",3.2
"2533K","2532D",0.6
"2544T","2532D",2.8
"2532V","2532D",0.2
"2544C","2532D",3
"2545N","2532D",1.3
"2542P","2532D",2.3
"2546X","2532D",2.1
"2541J","2532D",1.4
"2545S","2532D",1.7
"2545E","2532D",2.4
"2532X","2532D",0.3
"2543S","2532D",2.2
"2532E","2532D",0.2
"2545G","2532D",1.5
"2541A","2532D",1.8
"2546C","2532D",2
"2542X","2532D",2.9
"2545V","2532D",2
"2532S","2532D",0.3
"2533J","2532D",0.6
"2543X","2532D",3
"2544A","2532D",2.2
"2544H","2532D",2.5
"2542A","2532D",1.8
"2544X","2532D",2.6
"2543G","2532D",3
"2542T","2532D",1.8
"2542B","2532D",2.2
"2545D","2532D",1.8
"2543B","2532D",2.5
"2542W","2532D",2.7
"2545K","2532D",1.8
"2541R","2532D",1.1
"2544L","2532D",3.3
"2546V","2532D",2.1
"2542L","2532D",2.8
"2545R","2532D",1.5
"2542C","2532D",2.1
"2543R","2532D",2.1
"2545X","2532D",2.1
"2543C","2532D",2.9
"2541P","2532D",1.2
"2533L","2532D",0.7
"2545C","2532D",2.4
"2542G","2532D",2.4
"2544J","2532D",2.6
"2544G","2532D",2.6
"2545A","2532D",2.4
"2545P","2532D",1.2
"2541E","2532D",1.4
"2533S","2532D",1.3
"2533E","2532D",0.8
"2542R","2532D",1.5
"2545H","2532D",1
"2545L","2532D",1.5
"2545T","2532E",1.6
"2542J","2532E",2.7
"2541T","2532E",1.1
"2542B","2532E",2.2
"2542C","2532E",2.1
"2542R","2532E",1.5
"2533V","2532E",0.5
"2541V","2532E",1.3
"2533K","2532E",0.4
"2533E","2532E",0.6
"2545V","2532E",1.8
"2542E","2532E",2.3
"2533H","2532E",0.3
"2542V","2532E",2.3
"2533G","2532E",0.4
"2544S","2532E",3.1
"2533B","2532E",0.8
"2541C","2532E",0.8
"2545E","2532E",2.2
"2543E","2532E",3.1
"2542H","2532E",2.3
"2541G","2532E",2.1
"2541D","2532E",1.2
"2543A","2532E",2.2
"2544B","2532E",2
"2545G","2532E",1.4
"2541B","2532E",1.5
"2544A","2532E",2
"2543V","2532E",2.6
"2542P","2532E",2.3
"2541R","2532E",1.1
"2533A","2532E",1.3
"2541E","2532E",1.3
"2533L","2532E",0.5
"2544K","2532E",2.5
"2543C","2532E",2.8
"2546R","2532E",2.1
"2543S","2532E",2.2
"2544J","2532E",2.5
"2541P","2532E",1.1
"2544C","2532E",2.9
"2545L","2532E",1.4
"2544M","2532E",3.1
"2532R","2532E",0.1
"2532T","2532E",0.3
"2532V","2532E",0.3
"2544T","2532E",2.7
"2542G","2532E",2.4
"2545D","2532E",1.7
"2541S","2532E",1.1
"2533C","2532E",0.2
"2542N","2532E",2.9
"2544X","2532E",2.5
"2545A","2532E",2.3
"2546V","2532E",1.9
"2541A","2532E",1.6
"2543X","2532E",2.9
"2544H","2532E",2.4
"2543T","2532E",2.3
"2545S","2532E",1.6
"2532S","2532E",0.3
"2545H","2532E",1
"2533T","2532E",0.2
"2541J","2532E",1.4
"2545B","2532E",1.4
"2541H","2532E",1.3
"2546T","2532E",1.8
"2545P","2532E",1
"2546S","2532E",2
"2545C","2532E",2.2
"2545R","2532E",1.4
"2542A","2532E",1.8
"2546A","2532E",1.7
"2542X","2532E",2.9
"2544N","2532E",3.7
"2541X","2532E",1.6
"2533X","2532E",0.6
"2544P","2532E",3.6
"2542T","2532E",1.8
"2542W","2532E",2.7
"2544D","2532E",3
"2533J","2532E",0.4
"2546X","2532E",1.9
"2542L","2532E",2.8
"2532X","2532E",0.4
"2546C","2532E",1.8
"2544G","2532E",2.5
"2546E","2532E",2
"2544L","2532E",3.3
"2543G","2532E",3
"2544R","2532E",3.2
"2544W","2532E",2.5
"2544E","2532E",3.1
"2545J","2532E",1.5
"2545N","2532E",1.1
"2545K","2532E",1.6
"2544V","2532E",2.4
"2533S","2532E",1.1
"2545W","2532E",1.8
"2542K","2532E",2.5
"2545X","2532E",1.9
"2543R","2532E",2
"2546B","2532E",1.9
"2543B","2532E",2.4
"2541D","2532R",1.2
"2546X","2532R",1.8
"2543E","2532R",3.1
"2546B","2532R",1.9
"2533T","2532R",0.1
"2532S","2532R",0.3
"2533C","2532R",0.1
"2542C","2532R",2.1
"2545B","2532R",1.5
"2542L","2532R",2.9
"2541H","2532R",1.3
"2542A","2532R",1.8
"2544H","2532R",2.4
"2543S","2532R",2.2
"2543V","2532R",2.6
"2543X","2532R",3
"2542J","2532R",2.8
"2545N","2532R",1.1
"2533H","2532R",0.3
"2542X","2532R",2.9
"2533L","2532R",0.4
"2543B","2532R",2.5
"2544P","2532R",3.7
"2542T","2532R",1.9
"2546E","2532R",1.9
"2545L","2532R",1.4
"2542G","2532R",2.5
"2545C","2532R",2.2
"2533E","2532R",0.5
"2541X","2532R",1.5
"2533S","2532R",1
"2541B","2532R",1.5
"2541V","2532R",1.2
"2532V","2532R",0.4
"2546V","2532R",1.8
"2544T","2532R",2.7
"2546C","2532R",1.7
"2533B","2532R",0.7
"2533V","2532R",0.4
"2541A","2532R",1.5
"2545E","2532R",2.1
"2532X","2532R",0.5
"2542V","2532R",2.3
"2542H","2532R",2.4
"2532T","2532R",0.3
"2545T","2532R",1.6
"2545V","2532R",1.8
"2545W","2532R",1.7
"2533K","2532R",0.3
"2546T","2532R",1.8
"2545X","2532R",1.9
"2541J","2532R",1.4
"2533G","2532R",0.4
"2544J","2532R",2.5
"2544A","2532R",2
"2544E","2532R",3.1
"2545S","2532R",1.6
"2543C","2532R",2.9
"2541R","2532R",1.1
"2545J","2532R",1.5
"2545A","2532R",2.2
"2544K","2532R",2.6
"2542E","2532R",2.4
"2541C","2532R",0.8
"2545G","2532R",1.4
"2545K","2532R",1.6
"2544X","2532R",2.5
"2541T","2532R",1.1
"2544M","2532R",3.2
"2544S","2532R",3.1
"2542B","2532R",2.3
"2544C","2532R",2.9
"2544V","2532R",2.4
"2542W","2532R",2.8
"2542N","2532R",3
"2543R","2532R",2.1
"2542P","2532R",2.4
"2544N","2532R",3.8
"2546A","2532R",1.7
"2533X","2532R",0.6
"2541E","2532R",1.3
"2546S","2532R",1.9
"2545H","2532R",1
"2544W","2532R",2.5
"2545D","2532R",1.7
"2544G","2532R",2.5
"2544L","2532R",3.3
"2533A","2532R",1.3
"2542R","2532R",1.6
"2542K","2532R",2.6
"2544R","2532R",3.2
"2541S","2532R",1.2
"2545P","2532R",1
"2543T","2532R",2.4
"2533J","2532R",0.3
"2541P","2532R",1.2
"2543A","2532R",2.2
"2541G","2532R",2.1
"2544D","2532R",3
"2545R","2532R",1.4
"2544B","2532R",1.9
"2543G","2532R",3
"2546R","2532R",2
"2546R","2532S",2.3
"2545K","2532S",1.9
"2545G","2532S",1.6
"2545V","2532S",2.1
"2544R","2532S",3.5
"2533X","2532S",0.8
"2545D","2532S",2
"2541T","2532S",1.4
"2541J","2532S",1.7
"2544B","2532S",2.2
"2545H","2532S",1.2
"2544W","2532S",2.8
"2541P","2532S",1.4
"2541G","2532S",2.4
"2546A","2532S",1.9
"2541B","2532S",1.7
"2533G","2532S",0.7
"2544G","2532S",2.8
"2542A","2532S",2.1
"2541X","2532S",1.8
"2543X","2532S",3.2
"2543C","2532S",3.1
"2541R","2532S",1.4
"2545J","2532S",1.7
"2533K","2532S",0.4
"2544M","2532S",3.4
"2543R","2532S",2.3
"2543V","2532S",2.8
"2542G","2532S",2.7
"2546X","2532S",2
"2542N","2532S",3.2
"2532X","2532S",0.6
"2532V","2532S",0.5
"2546V","2532S",2
"2545W","2532S",2
"2541C","2532S",1.1
"2533B","2532S",1
"2542B","2532S",2.5
"2544V","2532S",2.7
"2544C","2532S",3.1
"2545A","2532S",2.5
"2545B","2532S",1.7
"2541D","2532S",1.5
"2532T","2532S",0.1
"2544L","2532S",3.6
"2543B","2532S",2.7
"2542V","2532S",2.6
"2533S","2532S",1.1
"2544N","2532S",4
"2546S","2532S",2.2
"2544E","2532S",3.3
"2546C","2532S",2
"2533T","2532S",0.4
"2545P","2532S",1.3
"2545X","2532S",2.2
"2542P","2532S",2.6
"2533C","2532S",0.4
"2546E","2532S",2.2
"2541S","2532S",1.4
"2544H","2532S",2.6
"2533L","2532S",0.5
"2545R","2532S",1.7
"2541V","2532S",1.5
"2542R","2532S",1.8
"2541A","2532S",1.8
"2542C","2532S",2.4
"2544T","2532S",3
"2544A","2532S",2.3
"2542T","2532S",2.1
"2544X","2532S",2.7
"2542E","2532S",2.6
"2543S","2532S",2.4
"2541E","2532S",1.6
"2533H","2532S",0.6
"2546T","2532S",2
"2541H","2532S",1.6
"2543G","2532S",3.3
"2545E","2532S",2.4
"2542K","2532S",2.8
"2533V","2532S",0.7
"2546B","2532S",2.1
"2544P","2532S",3.9
"2545N","2532S",1.4
"2542L","2532S",3.1
"2545S","2532S",1.8
"2545C","2532S",2.4
"2544S","2532S",3.4
"2545L","2532S",1.7
"2533A","2532S",1.5
"2543E","2532S",3.4
"2533J","2532S",0.4
"2543A","2532S",2.4
"2542X","2532S",3.2
"2544K","2532S",2.8
"2542W","2532S",3
"2542J","2532S",3
"2544J","2532S",2.8
"2544D","2532S",3.2
"2533E","2532S",0.6
"2542H","2532S",2.6
"2545T","2532S",1.8
"2543T","2532S",2.6
"2533V","2532T",0.7
"2544T","2532T",3
"2542P","2532T",2.5
"2533T","2532T",0.4
"2542J","2532T",3
"2544B","2532T",2.2
"2545W","2532T",2
"2541A","2532T",1.8
"2545P","2532T",1.3
"2542E","2532T",2.5
"2533B","2532T",1
"2533H","2532T",0.6
"2543T","2532T",2.6
"2546B","2532T",2.1
"2533X","2532T",0.8
"2533S","2532T",1.2
"2542N","2532T",3.1
"2544P","2532T",3.8
"2541B","2532T",1.8
"2544L","2532T",3.5
"2541X","2532T",1.8
"2545K","2532T",1.9
"2546S","2532T",2.2
"2533G","2532T",0.7
"2546R","2532T",2.3
"2541P","2532T",1.4
"2545L","2532T",1.7
"2543V","2532T",2.8
"2545B","2532T",1.7
"2543C","2532T",3.1
"2541E","2532T",1.5
"2541T","2532T",1.3
"2541S","2532T",1.4
"2544C","2532T",3.1
"2545H","2532T",1.2
"2545X","2532T",2.2
"2544N","2532T",4
"2533A","2532T",1.5
"2533K","2532T",0.5
"2545C","2532T",2.5
"2541R","2532T",1.3
"2545N","2532T",1.4
"2542A","2532T",2
"2546X","2532T",2.1
"2544W","2532T",2.8
"2544R","2532T",3.4
"2544K","2532T",2.8
"2544S","2532T",3.3
"2544E","2532T",3.3
"2545E","2532T",2.4
"2546C","2532T",2
"2542R","2532T",1.7
"2544A","2532T",2.3
"2545R","2532T",1.7
"2533J","2532T",0.5
"2541H","2532T",1.5
"2545S","2532T",1.8
"2541D","2532T",1.5
"2542C","2532T",2.3
"2542B","2532T",2.4
"2544D","2532T",3.2
"2546T","2532T",2
"2542H","2532T",2.6
"2543R","2532T",2.3
"2533C","2532T",0.4
"2544J","2532T",2.8
"2533L","2532T",0.6
"2541G","2532T",2.3
"2546E","2532T",2.2
"2533E","2532T",0.7
"2542G","2532T",2.6
"2545G","2532T",1.6
"2542W","2532T",2.9
"2542K","2532T",2.7
"2541J","2532T",1.6
"2544H","2532T",2.6
"2543B","2532T",2.7
"2544X","2532T",2.7
"2542V","2532T",2.5
"2542T","2532T",2
"2544V","2532T",2.7
"2532V","2532T",0.4
"2543E","2532T",3.3
"2546V","2532T",2.1
"2541C","2532T",1.1
"2545A","2532T",2.5
"2541V","2532T",1.5
"2542X","2532T",3.1
"2545J","2532T",1.7
"2543X","2532T",3.2
"2543G","2532T",3.2
"2543A","2532T",2.4
"2545T","2532T",1.8
"2544M","2532T",3.4
"2545V","2532T",2.1
"2546A","2532T",2
"2545D","2532T",2
"2532X","2532T",0.5
"2544G","2532T",2.7
"2542L","2532T",3
"2543S","2532T",2.4
"2544E","2532V",3
"2542V","2532V",2.1
"2543X","2532V",2.8
"2541T","2532V",1.1
"2542C","2532V",1.9
"2533C","2532V",0.4
"2545X","2532V",2
"2544A","2532V",2.1
"2542J","2532V",2.6
"2543E","2532V",3
"2542E","2532V",2.1
"2541P","2532V",1
"2546B","2532V",2.1
"2533L","2532V",0.8
"2545W","2532V",1.8
"2546S","2532V",2.1
"2546A","2532V",1.9
"2544J","2532V",2.5
"2541X","2532V",1.7
"2544G","2532V",2.4
"2541J","2532V",1.3
"2544X","2532V",2.5
"2545C","2532V",2.3
"2533H","2532V",0.5
"2533J","2532V",0.6
"2542A","2532V",1.6
"2543V","2532V",2.5
"2542H","2532V",2.2
"2544M","2532V",3
"2533T","2532V",0.4
"2542G","2532V",2.3
"2544H","2532V",2.3
"2543S","2532V",2
"2533A","2532V",1.4
"2541A","2532V",1.7
"2545N","2532V",1.1
"2545T","2532V",1.5
"2543T","2532V",2.2
"2546T","2532V",2
"2542T","2532V",1.7
"2543G","2532V",2.8
"2544C","2532V",2.8
"2545E","2532V",2.2
"2545B","2532V",1.4
"2545A","2532V",2.3
"2542L","2532V",2.6
"2541S","2532V",1
"2546E","2532V",2.2
"2541R","2532V",1
"2544T","2532V",2.7
"2544W","2532V",2.5
"2544D","2532V",3
"2546C","2532V",1.9
"2544B","2532V",2
"2542W","2532V",2.6
"2545D","2532V",1.7
"2543B","2532V",2.3
"2533S","2532V",1.3
"2544K","2532V",2.5
"2545V","2532V",1.9
"2542P","2532V",2.1
"2541D","2532V",1.2
"2541B","2532V",1.6
"2543C","2532V",2.7
"2542N","2532V",2.7
"2543R","2532V",2
"2544R","2532V",3.1
"2532X","2532V",0.1
